id,dut,categories,test,description,inputs,result,messages
157,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.9 - Peer: s2-brdr1,PASS,
158,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: s2-spine1,PASS,
159,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.10 - Peer: s2-brdr2,PASS,
160,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: s2-spine2,PASS,
161,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.5 - Peer: s2-leaf1,PASS,
162,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.6 - Peer: s2-leaf2,PASS,
163,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.7 - Peer: s2-leaf3,PASS,
164,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.8 - Peer: s2-leaf4,PASS,
165,s1-brdr2,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.9 - Peer: s2-brdr1,PASS,
166,s1-brdr2,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
167,s1-core1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: 30.1.1.2,PASS,
168,s1-core1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-brdr1 (IP: 172.16.30.0),PASS,
169,s1-core1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: s1-brdr1 Ethernet4,PASS,
170,s1-core1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 172.16.30.1) - Destination: s1-brdr1 Ethernet4 (IP: 172.16.30.0),PASS,
171,s1-core1,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on cEOSLab.
172,s1-core1,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on cEOSLab.
173,s1-core1,Hardware,VerifyTemperature,Verifies the device temperature.,,SKIPPED,VerifyTemperature test is not supported on cEOSLab.
174,s1-core1,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on cEOSLab.
175,s1-core1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_s1-brdr1_Ethernet4 = 'up',PASS,
176,s1-core1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 = 'up',PASS,
177,s1-core1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',PASS,
178,s1-core1,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
179,s1-core1,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
180,s1-core2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: 30.2.2.2,PASS,
181,s1-core2,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-brdr2 (IP: 172.16.30.2),PASS,
182,s1-core2,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: s1-brdr2 Ethernet5,PASS,
183,s1-core2,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet3 (IP: 172.16.30.3) - Destination: s1-brdr2 Ethernet5 (IP: 172.16.30.2),PASS,
184,s1-core2,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on cEOSLab.
185,s1-core2,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on cEOSLab.
186,s1-core2,Hardware,VerifyTemperature,Verifies the device temperature.,,SKIPPED,VerifyTemperature test is not supported on cEOSLab.
187,s1-core2,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on cEOSLab.
188,s1-core2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - P2P_LINK_TO_s1-brdr2_Ethernet5 = 'up',PASS,
189,s1-core2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 = 'up',PASS,
190,s1-core2,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',PASS,
191,s1-core2,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
192,s1-core2,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
193,s1-leaf1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-spine1 (IP: 192.0.255.1),PASS,
194,s1-leaf1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-spine2 (IP: 192.0.255.2),PASS,
195,s1-leaf1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-leaf2 (IP: 10.255.251.5),PASS,
196,s1-leaf1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-spine1 (IP: 172.30.255.8),PASS,
197,s1-leaf1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-spine2 (IP: 172.30.255.10),PASS,
198,s1-leaf1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: s1-leaf2 Ethernet1,PASS,
199,s1-leaf1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: s1-spine1 Ethernet2,PASS,
200,s1-leaf1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: s1-spine2 Ethernet2,PASS,
201,s1-leaf1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet6 - Remote: s1-leaf2 Ethernet6,PASS,
202,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-brdr1 Loopback0 (IP: 192.0.255.9),PASS,
203,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-brdr2 Loopback0 (IP: 192.0.255.10),PASS,
204,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-core1 Loopback0 (IP: 192.168.250.1),PASS,
205,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-core2 Loopback0 (IP: 192.168.250.2),PASS,
206,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-leaf1 Loopback0 (IP: 192.0.255.5),PASS,
207,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-leaf2 Loopback0 (IP: 192.0.255.6),PASS,
208,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-leaf3 Loopback0 (IP: 192.0.255.7),PASS,
209,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-leaf4 Loopback0 (IP: 192.0.255.8),PASS,
210,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-spine1 Loopback0 (IP: 192.0.255.1),PASS,
211,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s1-spine2 Loopback0 (IP: 192.0.255.2),PASS,
212,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-brdr1 Loopback0 (IP: 192.2.255.9),PASS,
213,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-brdr2 Loopback0 (IP: 192.2.255.10),PASS,
214,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-core1 Loopback0 (IP: 192.168.250.3),PASS,
215,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-core2 Loopback0 (IP: 192.168.250.4),PASS,
216,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-leaf1 Loopback0 (IP: 192.2.255.5),PASS,
217,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-leaf2 Loopback0 (IP: 192.2.255.6),PASS,
218,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-leaf3 Loopback0 (IP: 192.2.255.7),PASS,
219,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-leaf4 Loopback0 (IP: 192.2.255.8),PASS,
220,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-spine1 Loopback0 (IP: 192.2.255.1),PASS,
221,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.5) - Destination: s2-spine2 Loopback0 (IP: 192.2.255.2),PASS,
222,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 172.30.255.9) - Destination: s1-spine1 Ethernet2 (IP: 172.30.255.8),PASS,
223,s1-leaf1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet3 (IP: 172.30.255.11) - Destination: s1-spine2 Ethernet2 (IP: 172.30.255.10),PASS,
224,s1-leaf1,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on cEOSLab.
225,s1-leaf1,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on cEOSLab.
226,s1-leaf1,Hardware,VerifyTemperature,Verifies the device temperature.,,SKIPPED,VerifyTemperature test is not supported on cEOSLab.
227,s1-leaf1,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on cEOSLab.
228,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - MLAG_PEER_s1-leaf2_Ethernet1 = 'up',PASS,
229,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_S1-SPINE1_Ethernet2 = 'up',PASS,
230,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - P2P_LINK_TO_S1-SPINE2_Ethernet2 = 'up',PASS,
231,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - teset etherent4 = 'up',PASS,
232,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet6 - MLAG_PEER_s1-leaf2_Ethernet6 = 'up',PASS,
233,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',PASS,
234,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',PASS,
235,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback100 - bluevrf_VTEP_DIAGNOSTICS = 'up',PASS,
236,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel1 - MLAG_PEER_s1-leaf2_Po1 = 'up',PASS,
237,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan110 - bluevrf_OP_Zone_1 = 'up',PASS,
238,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3009 - MLAG_PEER_L3_iBGP: vrf bluevrf = 'up',PASS,
239,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',PASS,
240,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',PASS,
241,s1-leaf1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
242,s1-leaf1,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,PASS,
243,s1-leaf1,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
244,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.5 - Peer: s1-leaf1,PASS,
245,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.7 - Peer: s1-leaf3,PASS,
246,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.9 - Peer: s1-brdr1,PASS,
247,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: s1-spine1,PASS,
248,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.10 - Peer: s1-brdr2,PASS,
249,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: s1-spine2,PASS,
250,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.5 - Peer: s1-leaf1,PASS,
251,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.6 - Peer: s1-leaf2,PASS,
252,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.7 - Peer: s1-leaf3,PASS,
253,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.8 - Peer: s1-leaf4,PASS,
254,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.9 - Peer: s1-brdr1,PASS,
255,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: s1-core1,PASS,
256,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: s1-core2,PASS,
257,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: s2-core1,PASS,
258,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.4 - Peer: s2-core2,PASS,
259,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.5 - Peer: s2-leaf1,PASS,
260,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.7 - Peer: s2-leaf3,PASS,
261,s1-leaf1,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.9 - Peer: s2-brdr1,PASS,
